"serial","orthography","klattese","frequency","stratum","density"
20153,"빈뇨","binnO",20,"sino",1
20154,"조울증","zoulzxG",20,"sino",0
20155,"민속촌","minsogcon",20,"sino",0
20156,"방호","baGho",20,"sino",8
20157,"법복","b^bbog",20,"sino",1
20158,"분무기","bunmugi",20,"sino",0
20159,"미분","mibun",20,"sino",4
20160,"보조자","bozoza",20,"sino",1
20161,"불성","buls^G",20,"sino",4
20162,"불소","bulso",20,"sino",5
20163,"사바","saba",20,"sino",12
20164,"게슴츠레","gEsxmcxlE",20,"native",1
20165,"깐","Qan",20,"native",32
20166,"낙양","nagAG",20,"native",3
20167,"느릿","nxlis",20,"native",0
20168,"달음","dalxm",20,"native",8
20169,"떨기","D^lgi",20,"native",3
20170,"덥썩","d^bS^g",20,"native",0
20171,"때깔","DEQal",20,"native",0
20172,"딴따라","DanDala",20,"native",0
20173,"류머티스","lUm^tisx",20,"native",0
20174,"무주","muzu",20,"native",23
20175,"마장","mazaG",20,"native",16
20176,"무구","mugu",20,"native",22
20177,"방구","baGgu",20,"native",19
20178,"비근","bigxn",20,"native",5
20179,"불독","buldog",20,"native",4
20180,"붓다","busda",20,"native",1
20181,"버러지","b^l^zi",20,"native",0
20182,"봉긋","boGgxs",20,"native",5
20183,"싱어","siG^",20,"native",8
20184,"솔기","solgi",20,"native",12
20185,"슈슈","sUsU",20,"native",1
20186,"우세","usE",20,"native",22
20187,"언청이","^nc^Gi",20,"native",0
20188,"야바위","Aba&",20,"native",2
20189,"어쭈","^Zu",20,"native",5
20190,"옹이","oGi",20,"native",15
20191,"의뭉","ImuG",20,"native",3
20192,"여흐","Vhx",20,"native",3
20193,"이나마","inama",20,"native",4
20194,"일루","illu",20,"native",10
20195,"즈그","zxgx",20,"native",3
20196,"창","caG",20,"native",43
20197,"텁텁","t^bt^b",20,"native",0
20198,"탱자","tEGza",20,"native",5
20199,"팍팍","pagpag",20,"native",0
20200,"풀무","pulmu",20,"native",0
20201,"햅쌀","hEbSal",20,"native",2
20202,"훌렁","hull^G",20,"native",2
20203,"골게터","golgEt^",19,"foreign",0
20204,"그리핀","gxlipin",19,"foreign",0
20205,"다이너마이트","dain^maitx",19,"foreign",0
20206,"댄서","dEns^",19,"foreign",5
20207,"도","do",19,"foreign",62
20208,"데드","dEdx",19,"foreign",7
20209,"드리블","dxlibxl",19,"foreign",0
20210,"랜드","lEndx",19,"foreign",3
20211,"라캉","lakaG",19,"foreign",0
20212,"리메이크","limEikx",19,"foreign",0
20213,"리스프","lisxpx",19,"foreign",1
20214,"마스트","masxtx",19,"foreign",3
20215,"마후라","mahula",19,"foreign",1
20216,"모듈","modUl",19,"foreign",1
20217,"베르니케","bElxnikE",19,"foreign",0
20218,"부메랑","bumElaG",19,"foreign",0
20219,"불펜","bulpEn",19,"foreign",2
20220,"사이먼","saim^n",19,"foreign",1
20221,"사라예보","salaJbo",19,"foreign",0
20222,"셔틀버스","sVtxlb^sx",19,"foreign",0
20223,"스톡홀름","sxtoghollxm",19,"foreign",0
20224,"안티고네","antigonE",19,"foreign",0
20225,"아이리스","ailisx",19,"foreign",0
20226,"아몬드","amondx",19,"foreign",0
20227,"아이슬란드","aisxllandx",19,"foreign",0
20228,"오프닝","opxniG",19,"foreign",0
20229,"웨이브","@ibx",19,"foreign",2
20230,"캐리커처","kElik^c^",19,"foreign",0
20231,"콘스탄티노플","konsxtantinopxl",19,"foreign",0
20232,"트레일러","txlEill^",19,"foreign",0
20233,"페어웨이","pE^@i",19,"foreign",0
20234,"프로토콜","pxlotokol",19,"foreign",0
20235,"피겨","pigV",19,"foreign",3
20236,"프란체스카","pxlancEsxka",19,"foreign",0
20237,"헬륨","hEllUm",19,"foreign",0
20238,"가브리엘","gabxliEl",19,"foreign",0
20239,"악센트","agsEntx",19,"foreign",1
20240,"유라시아","Ulasia",19,"foreign",0
20241,"오페르트","opElxtx",19,"foreign",0
20242,"오디세이","odisEi",19,"foreign",0
20243,"우간다","uganda",19,"foreign",0
20244,"트랩","txlEb",19,"foreign",1
20245,"토플","topxl",19,"foreign",0
20246,"키프로스","kipxlosx",19,"foreign",0
20247,"플로베르","pxllobElx",19,"foreign",0
20248,"폰뱅킹","ponbEGkiG",19,"foreign",0
20249,"헤브라이즘","hEbxlaizxm",19,"foreign",0
20250,"보노보","bonobo",19,"foreign",1
20251,"펜션","pEnsVn",19,"foreign",2
20252,"시놉시스","sinobsisx",19,"foreign",0
20253,"개그우먼","gEgxum^n",19,"foreign",0
20254,"사이코","saiko",19,"foreign",0
20255,"블레이드","bxllEidx",19,"foreign",1
20256,"가구주","gaguzu",19,"sino",1
20257,"가성","gas^G",19,"sino",20
20258,"감상회","gamsaGh@",19,"sino",0
20259,"개정판","gEz^Gpan",19,"sino",1
20260,"견적","gVnz^g",19,"sino",2
20261,"경숙","gVGsug",19,"sino",4
20262,"강력범","gaGlVgb^m",19,"sino",0
20263,"경매장","gVGmEzaG",19,"sino",1
20264,"곡가","gogga",19,"sino",7
20265,"고압선","goabs^n",19,"sino",0
20266,"고저","goz^",19,"sino",16
20267,"고종수","gozoGsu",19,"sino",0
20268,"공납금","goGnabgxm",19,"sino",0
20269,"공병","goGbVG",19,"sino",6
20270,"공손룡","goGsonlOG",19,"sino",0
20271,"광릉","gWGlxG",19,"sino",3
20272,"광차","gWGca",19,"sino",3
20273,"광창","gWGcaG",19,"sino",3
20274,"괘종시계","g@zoGsigJ",19,"sino",0
20275,"교제비","gOzEbi",19,"sino",0
20276,"국적법","gugz^gb^b",19,"sino",0
20277,"권력관계","gwnlVggWngJ",19,"sino",0
20278,"귀족주의","g&zogzuI",19,"sino",0
20279,"규석","gUs^g",19,"sino",4
20280,"근육통","gxnUgtoG",19,"sino",0
20281,"극하","gxgha",19,"sino",3
20282,"기암","giam",19,"sino",14
20283,"기판","gipan",19,"sino",8
20284,"기장","gizaG",19,"sino",26
20285,"난삽","nansab",19,"sino",3
20286,"내벽","nEbVg",19,"sino",5
20287,"남만주","nammanzu",19,"sino",0
20288,"남탕","namtaG",19,"sino",3
20289,"내면세계","nEmVnsEgJ",19,"sino",0
20290,"내빈","nEbin",19,"sino",4
20291,"대검찰청","dEg^mcalc^G",19,"sino",0
20292,"대관식","dEgWnsig",19,"sino",1
20293,"독어","dog^",19,"sino",15
20294,"도타","dota",19,"sino",7
20295,"동국세시기","doGgugsEsigi",19,"sino",0
20296,"동궐도","doGgwldo",19,"sino",0
20297,"동물학자","doGmulhagza",19,"sino",0
20298,"동조","doGzo",19,"sino",13
20299,"동정녀","doGz^GnV",19,"sino",0
20300,"로","lo",19,"sino",51
20301,"만리","manli",19,"sino",13
20302,"만성병","mans^GbVG",19,"sino",0
20303,"매집","mEzib",19,"sino",6
20304,"명승","mVGsxG",19,"sino",2
20305,"명년","mVGnVn",19,"sino",1
20306,"무기고","mugigo",19,"sino",0
20307,"모란봉","molanboG",19,"sino",0
20308,"무아","mua",19,"sino",28
20309,"묵주","mugzu",19,"sino",8
20310,"문예반","munJban",19,"sino",0
20311,"무전","muz^n",19,"sino",14
20312,"문단속","mundansog",19,"sino",0
20313,"밀명","milmVG",19,"sino",4
20314,"미선","mis^n",19,"sino",10
20315,"미면","mimVn",19,"sino",12
20316,"미소년","misonVn",19,"sino",0
20317,"미상불","misaGbul",19,"sino",0
20318,"반동분자","bandoGbunza",19,"sino",0
20319,"반환점","banhWnz^m",19,"sino",0
20320,"반평생","banpVGsEG",19,"sino",1
20321,"방원","baGwn",19,"sino",13
20322,"발흥","balhxG",19,"sino",1
20323,"방재","baGzE",19,"sino",15
20324,"백중","bEgzuG",19,"sino",2
20325,"백운산","bEgunsan",19,"sino",0
20326,"보필","bopil",19,"sino",1
20327,"보영","boVG",19,"sino",9
20328,"별사","bVlsa",19,"sino",7
20329,"북면","bugmVn",19,"sino",7
20330,"부소산","busosan",19,"sino",0
20331,"붕당","buGdaG",19,"sino",5
20332,"부귀영화","bug&VGhW",19,"sino",0
20333,"북군","buggun",19,"sino",6
20334,"북극","buggxg",19,"sino",2
20335,"사생결단","sasEGgVldan",19,"sino",0
20336,"서무","s^mu",19,"sino",16
20337,"상원사","saGwnsa",19,"sino",0
20338,"상속자","saGsogza",19,"sino",0
20339,"석이","s^gi",19,"sino",34
20340,"서양사","s^AGsa",19,"sino",1
20341,"생","sEG",19,"sino",37
20342,"성함","s^Gham",19,"sino",3
20343,"소소","soso",19,"sino",17
20344,"선화당","s^nhWdaG",19,"sino",0
20345,"성추행","s^GcuhEG",19,"sino",0
20346,"선봉대","s^nboGdE",19,"sino",0
20347,"성북","s^Gbug",19,"sino",7
20348,"소비지","sobizi",19,"sino",3
20349,"송화","soGhW",19,"sino",10
20350,"송전탑","soGz^ntab",19,"sino",0
20351,"소이","soi",19,"sino",48
20352,"수국","sugug",19,"sino",10
20353,"소장파","sozaGpa",19,"sino",0
20354,"소장품","sozaGpum",19,"sino",0
20355,"송림","soGlim",19,"sino",1
20356,"시험공부","sih^mgoGbu",19,"sino",0
20357,"순치","sunci",19,"sino",10
20358,"승하","sxGha",19,"sino",12
20359,"수청","suc^G",19,"sino",12
20360,"수정체","suz^GcE",19,"sino",0
20361,"시대극","sidEgxg",19,"sino",0
20362,"신창","sincaG",19,"sino",10
20363,"신호기","sinhogi",19,"sino",0
20364,"식음","sigxm",19,"sino",14
20365,"식도락","sigdolag",19,"sino",0
20366,"신경총","singVGcoG",19,"sino",0
20367,"아비규환","abigUhWn",19,"sino",0
20368,"악한","aghan",19,"sino",1
20369,"압출","abcul",19,"sino",1
20370,"야생마","AsEGma",19,"sino",1
20371,"아연실색","aVnsilsEg",19,"sino",0
20372,"양품점","AGpumz^m",19,"sino",0
20373,"어부사시사","^busasisa",19,"sino",0
20374,"암매장","ammEzaG",19,"sino",0
20375,"양천","AGc^n",19,"sino",5
20376,"양전자","AGz^nza",19,"sino",0
20377,"연년","VnnVn",19,"sino",5
20378,"연락선","Vnlags^n",19,"sino",0
20379,"여행가","VhEGga",19,"sino",3
20380,"연경당","VngVGdaG",19,"sino",0
20381,"여신상","VsinsaG",19,"sino",2
20382,"여기자","Vgiza",19,"sino",4
20383,"역로","Vglo",19,"sino",7
20384,"연출력","VncullVg",19,"sino",0
20385,"염가","Vmga",19,"sino",5
20386,"영화학","VGhWhag",19,"sino",0
20387,"엽연초","VbVnco",19,"sino",0
20388,"예탁","Jtag",19,"sino",6
20389,"연판장","VnpanzaG",19,"sino",0
20390,"오자","oza",19,"sino",21
20391,"요부","Obu",19,"sino",12
20392,"옹주","oGzu",19,"sino",5
20393,"우선주의","us^nzuI",19,"sino",1
20394,"울릉","ullxG",19,"sino",0
20395,"우주인","uzuin",19,"sino",2
20396,"우민","umin",19,"sino",11
20397,"유리판","Ulipan",19,"sino",1
20398,"은백색","xnbEgsEg",19,"sino",0
20399,"육백","UgbEg",19,"sino",1
20400,"유작","Uzag",19,"sino",7
20401,"위생법","&sEGb^b",19,"sino",0
20402,"원각사","wngagsa",19,"sino",0
20403,"이첩","ic^b",19,"sino",5
20404,"이합집산","ihabzibsan",19,"sino",0
20405,"인세","insE",19,"sino",17
20406,"이착륙","icaglUg",19,"sino",1
20407,"이해타산","ihEtasan",19,"sino",0
20408,"이물감","imulgam",19,"sino",0
20409,"임부","imbu",19,"sino",6
20410,"이토","ito",19,"sino",8
20411,"이화","ihW",19,"sino",21
20412,"자금성","zagxms^G",19,"sino",0
20413,"인구수","ingusu",19,"sino",0
20414,"일경","ilgVG",19,"sino",7
20415,"인중","inzuG",19,"sino",11
20416,"자동판매기","zadoGpanmEgi",19,"sino",0
20417,"자양","zaAG",19,"sino",9
20418,"자숙","zasug",19,"sino",11
20419,"자파","zapa",19,"sino",12
20420,"쟁투","zEGtu",19,"sino",0
20421,"자비심","zabisim",19,"sino",1
20422,"전략가","z^nlAgga",19,"sino",0
20423,"정언","z^G^n",19,"sino",10
20424,"조역","zoVg",19,"sino",11
20425,"정신생활","z^GsinsEGhWl",19,"sino",0
20426,"종부","zoGbu",19,"sino",12
20427,"조일","zoil",19,"sino",20
20428,"주성분","zus^Gbun",19,"sino",0
20429,"조령","zolVG",19,"sino",15
20430,"좌향","zWhAG",19,"sino",3
20431,"증손","zxGson",19,"sino",3
20432,"지리지","zilizi",19,"sino",0
20433,"죄과","z@gW",19,"sino",4
20434,"지방산","zibaGsan",19,"sino",1
20435,"중개업","zuGgE^b",19,"sino",0
20436,"지형도","zihVGdo",19,"sino",1
20437,"징세","ziGsE",19,"sino",6
20438,"창설자","caGs^lza",19,"sino",0
20439,"철통","c^ltoG",19,"sino",2
20440,"초극","cogxg",19,"sino",3
20441,"총검","coGg^m",19,"sino",1
20442,"최시형","c@sihVG",19,"sino",0
20443,"탄저균","tanz^gUn",19,"sino",0
20444,"태연자약","tEVnzaAg",19,"sino",0
20445,"태안군","tEangun",19,"sino",0
20446,"투숙객","tusuggEg",19,"sino",0
20447,"판매고","panmEgo",19,"sino",1
20448,"파상","pasaG",19,"sino",13
20449,"통선","toGs^n",19,"sino",8
20450,"통지표","toGzipO",19,"sino",0
20451,"토사","tosa",19,"sino",13
20452,"파발","pabal",19,"sino",7
20453,"평면도","pVGmVndo",19,"sino",0
20454,"하악","haag",19,"sino",10
20455,"필담","pildam",19,"sino",0
20456,"해몽","hEmoG",19,"sino",4
20457,"한란","hanlan",19,"sino",9
20458,"현덕","hVnd^g",19,"sino",2
20459,"형리","hVGli",19,"sino",7
20460,"허무주의자","h^muzuIza",19,"sino",0
20461,"헌종","h^nzoG",19,"sino",4
20462,"환담","hWndam",19,"sino",3
20463,"홍해","hoGhE",19,"sino",7
20464,"호반","hoban",19,"sino",14
20465,"화천","hWc^n",19,"sino",7
20466,"화사집","hWsazib",19,"sino",0
20467,"회갈색","h@galsEg",19,"sino",0
20468,"회성","h@s^G",19,"sino",12
20469,"후우","huu",19,"sino",15
20470,"혼인식","honinsig",19,"sino",0
20471,"홍천군","hoGc^ngun",19,"sino",0
20472,"흑룡강성","hxglOGgaGs^G",19,"sino",0
20473,"흡인","hxbin",19,"sino",3
20474,"휴진","hUzin",19,"sino",6
20475,"후신","husin",19,"sino",12
20476,"각혈","gaghVl",19,"sino",3
20477,"감염증","gamVmzxG",19,"sino",0
20478,"강신무","gaGsinmu",19,"sino",0
20479,"각선미","gags^nmi",19,"sino",0
20480,"경애","gVGE",19,"sino",15
20481,"갑판장","gabpanzaG",19,"sino",0
20482,"개량주의","gElAGzuI",19,"sino",0
20483,"경기력","gVGgilVg",19,"sino",0
20484,"격구","gVggu",19,"sino",6
20485,"고려조","golVzo",19,"sino",1
20486,"공매도","goGmEdo",19,"sino",0
20487,"공분","goGbun",19,"sino",8
20488,"금식","gxmsig",19,"sino",7
20489,"고명","gomVG",19,"sino",16
20490,"고문서","gomuns^",19,"sino",1
20491,"고형","gohVG",19,"sino",13
20492,"군무원","gunmuwn",19,"sino",1
20493,"과육","gWUg",19,"sino",4
20494,"공통분모","goGtoGbunmo",19,"sino",0
20495,"관북","gWnbug",19,"sino",2
20496,"관선","gWns^n",19,"sino",9
20497,"교칙","gOcig",19,"sino",3
20498,"궐련","gwllVn",19,"sino",0
20499,"귀기","g&gi",19,"sino",12
20500,"규준","gUzun",19,"sino",1
20501,"군량미","gunlAGmi",19,"sino",0
20502,"궤멸","g@mVl",19,"sino",2
20503,"내출혈","nEculhVl",19,"sino",1
20504,"당략","daGlAg",19,"sino",1
20505,"대납","dEnab",19,"sino",4
20506,"동조자","doGzoza",19,"sino",0
20507,"도선사","dos^nsa",19,"sino",1
20508,"막심","magsim",19,"sino",4
20509,"마분지","mabunzi",19,"sino",0
20510,"면회실","mVnh@sil",19,"sino",0
20511,"무해","muhE",19,"sino",7
20512,"매회","mEh@",19,"sino",4
20513,"무채색","mucEsEg",19,"sino",0
20514,"문학도","munhagdo",19,"sino",0
20515,"문필","munpil",19,"sino",1
20516,"사면초가","samVncoga",19,"sino",0
20517,"선암사","s^namsa",19,"sino",0
20518,"소수파","sosupa",19,"sino",2
20519,"손오공","sonogoG",19,"sino",0
20520,"성감대","s^GgamdE",19,"sino",0
20521,"습작기","sxbzaggi",19,"sino",0
20522,"생활필수품","sEGhWlpilsupum",19,"sino",0
20523,"시찰구","sicalgu",19,"sino",0
20524,"습진","sxbzin",19,"sino",3
20525,"시극","sigxg",19,"sino",12
20526,"식인종","siginzoG",19,"sino",0
20527,"심리전","simliz^n",19,"sino",0
20528,"수입금","suibgxm",19,"sino",1
20529,"수훈","suhun",19,"sino",7
20530,"수원지","suwnzi",19,"sino",0
20531,"식사량","sigsalAG",19,"sino",0
20532,"양공주","AGgoGzu",19,"sino",0
20533,"야인","Ain",19,"sino",32
20534,"안내양","annEAG",19,"sino",0
20535,"오락물","olagmul",19,"sino",0
20536,"역군","Vggun",19,"sino",2
20537,"연돌","Vndol",19,"sino",5
20538,"예의범절","JIb^mz^l",19,"sino",0
20539,"영계","VGgJ",19,"sino",8
20540,"양수기","AGsugi",19,"sino",0
20541,"왜란","@lan",19,"sino",11
20542,"왜색","@sEg",19,"sino",13
20543,"운송업","unsoG^b",19,"sino",0
20544,"용두사미","OGdusami",19,"sino",0
20545,"용단","OGdan",19,"sino",3
20546,"옥석","ogs^g",19,"sino",3
20547,"음덕","xmd^g",19,"sino",2
20548,"유일무이","Uilmui",19,"sino",0
20549,"요충","OcuG",19,"sino",4
20550,"자강","zagaG",19,"sino",12
20551,"임시방편","imsibaGpVn",19,"sino",0
20552,"이상화","isaGhW",19,"sino",1
20553,"일시불","ilsibul",19,"sino",0
20554,"재래종","zElEzoG",19,"sino",0
20555,"잠상","zamsaG",19,"sino",5
20556,"자퇴서","zat@s^",19,"sino",0
20557,"잡식","zabsig",19,"sino",5
20558,"저인망","z^inmaG",19,"sino",1
20559,"제분","zEbun",19,"sino",9
20560,"정탐","z^Gtam",19,"sino",1
20561,"제막","zEmag",19,"sino",9
20562,"장광설","zaGgWGs^l",19,"sino",0
20563,"주화","zuhW",19,"sino",14
20564,"주관주의","zugWnzuI",19,"sino",1
20565,"진풍경","zinpuGgVG",19,"sino",0
20566,"좌청룡","zWc^GlOG",19,"sino",0
20567,"중계차","zuGgJca",19,"sino",1
20568,"총감독","coGgamdog",19,"sino",0
20569,"진갑","zingab",19,"sino",4
20570,"청소차","c^Gsoca",19,"sino",0
20571,"직사광선","zigsagWGs^n",19,"sino",0
20572,"지출액","ziculEg",19,"sino",0
20573,"직접세","zigz^bsE",19,"sino",0
20574,"진경","zingVG",19,"sino",9
20575,"초계","cogJ",19,"sino",13
20576,"체모","cEmo",19,"sino",11
20577,"차감","cagam",19,"sino",7
20578,"천수","c^nsu",19,"sino",14
20579,"친부모","cinbumo",19,"sino",0
20580,"천상병","c^nsaGbVG",19,"sino",0
20581,"투표구","tupOgu",19,"sino",1
20582,"초익공","coiggoG",19,"sino",0
20583,"초심자","cosimza",19,"sino",0
20584,"칠거지악","cilg^ziag",19,"sino",0
20585,"창포","caGpo",19,"sino",8
20586,"판축","pancug",19,"sino",2
20587,"풍속화","puGsoghW",19,"sino",0
20588,"학덕","hagd^g",19,"sino",1
20589,"필독서","pildogs^",19,"sino",0
20590,"핵분열","hEgbunVl",19,"sino",0
20591,"평안북도","pVGanbugdo",19,"sino",0
20592,"평양성","pVGAGs^G",19,"sino",0
20593,"황금시대","hWGgxmsidE",19,"sino",0
20594,"회벽","h@bVg",19,"sino",3
20595,"후한","huhan",19,"sino",10
20596,"화류","hWlU",19,"sino",6
20597,"홍채","hoGcE",19,"sino",8
20598,"회령","h@lVG",19,"sino",2
20599,"황천","hWGc^n",19,"sino",3
20600,"휴거","hUg^",19,"sino",3
20601,"배낭족","bEnaGzog",19,"sino",0
20602,"항공료","haGgoGlO",19,"sino",0
20603,"직교역","ziggOVg",19,"sino",1
20604,"체지방","cEzibaG",19,"sino",0
20605,"공화정","goGhWz^G",19,"sino",0
20606,"모악산","moagsan",19,"sino",0
20607,"국어학자","gug^hagza",19,"sino",0
20608,"반의어","banI^",19,"sino",2
20609,"민주개혁","minzugEhVg",19,"sino",0
20610,"밀약","milAg",19,"sino",8
20611,"문화물","munhWmul",19,"sino",0
20612,"부력","bulVg",19,"sino",6
20613,"보호색","bohosEg",19,"sino",0
20614,"북해","bughE",19,"sino",3
20615,"빙상","biGsaG",19,"sino",2
20616,"북학파","bughagpa",19,"sino",0
20617,"불문가지","bulmungazi",19,"sino",0
20618,"비상금","bisaGgxm",19,"sino",2
20619,"구신","gusin",19,"native",18
20620,"꾐","Q@m",19,"native",6
20621,"고동","godoG",19,"native",17
20622,"넌더리","n^nd^li",19,"native",0
20623,"노다지","nodazi",19,"native",0
20624,"대공","dEgoG",19,"native",11
20625,"다구리","daguli",19,"native",1
20626,"땜시","DEmsi",19,"native",0
20627,"두루마리","dulumali",19,"native",1
20628,"둥그스름","duGgxsxlxm",19,"native",1
20629,"띵","DiG",19,"native",14
20630,"로","lo",19,"native",51
20631,"런","l^n",19,"native",23
20632,"모쪼록","moZolog",19,"native",0
20633,"맹추","mEGcu",19,"native",2
20634,"모다","moda",19,"native",12
20635,"밍밍","miGmiG",19,"native",0
20636,"뫼","m@",19,"native",39
20637,"뻑뻑","B^gB^g",19,"native",0
20638,"빙그르르","biGgxlxlx",19,"native",1
20639,"발랑","ballaG",19,"native",6
20640,"보라","bola",19,"native",13
20641,"밸","bEl",19,"native",35
20642,"빙어","biG^",19,"native",7
20643,"버쩍","b^Z^g",19,"native",3
20644,"삐쩍","BiZ^g",19,"native",1
20645,"쉬임","s&im",19,"native",10
20646,"승락","sxGlag",19,"native",3
20647,"소소","soso",19,"native",17
20648,"생","sEG",19,"native",37
20649,"시극","sigxg",19,"native",12
20650,"삯","sags",19,"native",8
20651,"산","san",19,"native",80
20652,"새치","sEci",19,"native",23
20653,"얼레","^llE",19,"native",5
20654,"울릉","ullxG",19,"native",0
20655,"외로이","@loi",19,"native",1
20656,"으아","xa",19,"native",47
20657,"점잔","z^mzan",19,"native",3
20658,"족대","zogdE",19,"native",5
20659,"흥보","hxGbo",19,"native",5
20660,"하이고","haigo",19,"native",2
20661,"가이아","gaia",18,"foreign",8
20662,"걸스카우트","g^lsxkautx",18,"foreign",0
20663,"그린란드","gxlinlandx",18,"foreign",0
20664,"그린피스","gxlinpisx",18,"foreign",0
20665,"니즈","nizx",18,"foreign",5
20666,"듀엣","dUEs",18,"foreign",1
20667,"디제이","dizEi",18,"foreign",2
20668,"디스코텍","disxkotEg",18,"foreign",0
20669,"마르크시스트","malxkxsisxtx",18,"foreign",0
20670,"리사이틀","lisaitxl",18,"foreign",0
20671,"머피","m^pi",18,"foreign",3
20672,"맨션","mEnsVn",18,"foreign",2
20673,"메트로폴리탄","mEtxlopollitan",18,"foreign",0
20674,"모노드라마","monodxlama",18,"foreign",0
20675,"보기","bogi",18,"foreign",33
20676,"세븐","sEbxn",18,"foreign",1
20677,"소포클레스","sopokxllEsx",18,"foreign",0
20678,"슬롯","sxllos",18,"foreign",1
20679,"아모레","amolE",18,"foreign",2
20680,"앙코르톰","aGkolxtom",18,"foreign",0
20681,"오셀로","osEllo",18,"foreign",1
20682,"우랄","ulal",18,"foreign",4
20683,"웨이트리스","@itxlisx",18,"foreign",0
20684,"차임벨","caimbEl",18,"foreign",0
20685,"체리","cEli",18,"foreign",17
20686,"코코넛","kokon^s",18,"foreign",0
20687,"클라라","kxllala",18,"foreign",0
20688,"코엔","koEn",18,"foreign",1
20689,"탈레스","tallEsx",18,"foreign",0
20690,"트뤼포","txl&po",18,"foreign",0
20691,"토픽","topig",18,"foreign",1
20692,"토드","todx",18,"foreign",4
20693,"파라과이","palagWi",18,"foreign",0
20694,"파라다이스","paladaisx",18,"foreign",0
20695,"푸드","pudx",18,"foreign",6
20696,"피그말리온","pigxmallion",18,"foreign",0
20697,"할렐루야","hallElluA",18,"foreign",0
20698,"나이로비","nailobi",18,"foreign",0
20699,"내레이션","nElEisVn",18,"foreign",0
20700,"니켈","nikEl",18,"foreign",1
20701,"라부아지에","labuaziE",18,"foreign",0
20702,"리무진","limuzin",18,"foreign",0
20703,"마그마","magxma",18,"foreign",1
20704,"에러","El^",18,"foreign",7
20705,"자이르","zailx",18,"foreign",1
20706,"조크","zokx",18,"foreign",3
20707,"타지키스탄","tazikisxtan",18,"foreign",0
20708,"캡틴","kEbtin",18,"foreign",0
20709,"토큰","tokxn",18,"foreign",0
20710,"블레이크","bxllEikx",18,"foreign",2
20711,"가보","gabo",18,"sino",18
20712,"가투","gatu",18,"sino",15
20713,"간부회","ganbuh@",18,"sino",0
20714,"개안","gEan",18,"sino",18
20715,"객관주의","gEggWnzuI",18,"sino",0
20716,"경고장","gVGgozaG",18,"sino",1
20717,"결혼관","gVlhongWn",18,"sino",0
20718,"견습","gVnsxb",18,"sino",2
20719,"경비병","gVGbibVG",18,"sino",0
20720,"경양식","gVGAGsig",18,"sino",1
20721,"경어","gVG^",18,"sino",12
20722,"강계","gaGgJ",18,"sino",9
20723,"경제생활","gVGzEsEGhWl",18,"sino",0
20724,"고려청자","golVc^Gza",18,"sino",0
20725,"고서점","gos^z^m",18,"sino",0
20726,"고호","goho",18,"sino",26
20727,"고정간첩","goz^Gganc^b",18,"sino",0
20728,"곤고","gongo",18,"sino",7
20729,"공납","goGnab",18,"sino",0
20730,"곤장","gonzaG",18,"sino",12
20731,"공맹","goGmEG",18,"sino",4
20732,"공저","goGz^",18,"sino",11
20733,"공안국","goGangug",18,"sino",0
20734,"공용어","goGOG^",18,"sino",1
20735,"광어","gWG^",18,"sino",7
20736,"괴사","g@sa",18,"sino",13
20737,"광풍","gWGpuG",18,"sino",1
20738,"구구절절","guguz^lz^l",18,"sino",0
20739,"구기자","gugiza",18,"sino",2
20740,"국서","gugs^",18,"sino",9
20741,"구아","gua",18,"sino",31
20742,"군수품","gunsupum",18,"sino",0
20743,"극비리","gxgbili",18,"sino",0
20744,"근친혼","gxncinhon",18,"sino",0
20745,"극작","gxgzag",18,"sino",2
20746,"근본주의","gxnbonzuI",18,"sino",0
20747,"기축","gicug",18,"sino",9
20748,"금령","gxmlVG",18,"sino",2
20749,"기간산업","gigansan^b",18,"sino",0
20750,"기성회","gis^Gh@",18,"sino",0
20751,"급사","gxbsa",18,"sino",7
20752,"김승호","gimsxGho",18,"sino",1
20753,"길지","gilzi",18,"sino",9
20754,"나무","namu",18,"sino",23
20755,"남반구","nambangu",18,"sino",1
20756,"남반부","nambanbu",18,"sino",1
20757,"낭관","naGgWn",18,"sino",7
20758,"남국","namgug",18,"sino",8
20759,"내부자","nEbuza",18,"sino",0
20760,"노출증","noculzxG",18,"sino",0
20761,"농악대","noGagdE",18,"sino",0
20762,"다도해","dadohE",18,"sino",0
20763,"다갈색","dagalsEg",18,"sino",0
20764,"다감","dagam",18,"sino",8
20765,"담","dam",18,"sino",47
20766,"대어","dE^",18,"sino",28
20767,"대항전","dEhaGz^n",18,"sino",0
20768,"도민","domin",18,"sino",12
20769,"도시민","dosimin",18,"sino",1
20770,"독축","dogcug",18,"sino",4
20771,"동규","doGgU",18,"sino",6
20772,"동류의식","doGlUIsig",18,"sino",0
20773,"동방예의지국","doGbaGJIzigug",18,"sino",0
20774,"만방","manbaG",18,"sino",9
20775,"만조","manzo",18,"sino",11
20776,"면회소","mVnh@so",18,"sino",0
20777,"명장","mVGzaG",18,"sino",18
20778,"목민관","mogmingWn",18,"sino",0
20779,"목란","moglan",18,"sino",5
20780,"목단강","mogdangaG",18,"sino",0
20781,"물금","mulgxm",18,"sino",2
20782,"물가고","mulgago",18,"sino",0
20783,"물질세계","mulzilsEgJ",18,"sino",0
20784,"미증유","mizxGU",18,"sino",0
20785,"반생","bansEG",18,"sino",7
20786,"반월","banwl",18,"sino",3
20787,"반항아","banhaGa",18,"sino",1
